"CatalogId","Catalog.Name","Category__c","Description","Id","ImageURL__c","IsNavigational","Is_Document__c","Is_Site__c","Learn_More__c","Name","NumberOfProducts","Page_Description__c","ParentCategoryId","ParentCategory.Name","Redirect_Page__c","SortOrder","WalterB2BStore_Language__c","WalterB2BStore_Language__r.Name","Website_URL__c"
"0ZS7A0000008U2cWAE","Walter-FR_FR Catalog","","Les meules à tronçonner de renommée mondiale de Walter Surface Technologies établissent la norme dans l'industrie car elles sont conçues pour une coupe rapide, libre et à basse température. Ce qui est unique dans la gamme de meules abrasives coupe Walter.","0ZG7A0000008VTfWAM","","true","false","false","","Finition","20","WALTER Surface Technologies’ world renowned cut-off wheels set the standard in the industry because they are engineered for fast, free and cool cutting. What’s unique about WALTER’s line of cutting abrasive wheels is that each product family is specifically catered to your unique applications and needs. Whether you’re cutting metal, concrete, stone, tiles, hard cast iron, aluminum, PVC or plastic pipes, choose a WALTER cutting wheel for your next application. WALTER can help ensure the safest, most efficient way to see you through to project completion.","0ZG7A0000008VS8WAM","Abrasifs","Finition__c","3","a1Z7A000000wWZiUAM","FR",""
"0ZS7A0000008U2cWAE","Walter-FR_FR Catalog","","Les meules à tronçonner de renommée mondiale de Walter Surface Technologies établissent la norme dans l'industrie car elles sont conçues pour une coupe rapide, libre et à basse température. Ce qui est unique dans la gamme de meules abrasives coupe Walter.","0ZG7A0000008VTkWAM","","true","false","false","","A Propos Du Nettoyage","0","WALTER Surface Technologies’ world renowned cut-off wheels set the standard in the industry because they are engineered for fast, free and cool cutting. What’s unique about WALTER’s line of cutting abrasive wheels is that each product family is specifically catered to your unique applications and needs. Whether you’re cutting metal, concrete, stone, tiles, hard cast iron, aluminum, PVC or plastic pipes, choose a WALTER cutting wheel for your next application. WALTER can help ensure the safest, most efficient way to see you through to project completion.","0ZG7A0000008VSDWA2","Nettoyage","","0","a1Z7A000000wWZiUAM","FR",""
"0ZS7A0000008U2cWAE","Walter-FR_FR Catalog","","Les meules à tronçonner de renommée mondiale de Walter Surface Technologies établissent la norme dans l'industrie car elles sont conçues pour une coupe rapide, libre et à basse température. Ce qui est unique dans la gamme de meules abrasives coupe Walter.","0ZG7A0000008VTlWAM","","true","false","false","","Desinfectants De Surface","20","WALTER Surface Technologies’ world renowned cut-off wheels set the standard in the industry because they are engineered for fast, free and cool cutting. What’s unique about WALTER’s line of cutting abrasive wheels is that each product family is specifically catered to your unique applications and needs. Whether you’re cutting metal, concrete, stone, tiles, hard cast iron, aluminum, PVC or plastic pipes, choose a WALTER cutting wheel for your next application. WALTER can help ensure the safest, most efficient way to see you through to project completion.","0ZG7A0000008VSDWA2","Nettoyage","Desinfectants_de_surface__c","3","a1Z7A000000wWZiUAM","FR",""
"0ZS7A0000008U2cWAE","Walter-FR_FR Catalog","","Les meules à tronçonner de renommée mondiale de Walter Surface Technologies établissent la norme dans l'industrie car elles sont conçues pour une coupe rapide, libre et à basse température. Ce qui est unique dans la gamme de meules abrasives coupe Walter.","0ZG7A0000008VTpWAM","","true","false","false","","Nettoyants Et Degraissants","21","WALTER Surface Technologies’ world renowned cut-off wheels set the standard in the industry because they are engineered for fast, free and cool cutting. What’s unique about WALTER’s line of cutting abrasive wheels is that each product family is specifically catered to your unique applications and needs. Whether you’re cutting metal, concrete, stone, tiles, hard cast iron, aluminum, PVC or plastic pipes, choose a WALTER cutting wheel for your next application. WALTER can help ensure the safest, most efficient way to see you through to project completion.","0ZG7A0000008VSDWA2","Nettoyage","Nettoyants_et_degraissants__c","1","a1Z7A000000wWZiUAM","FR",""
"0ZS7A0000008U2cWAE","Walter-FR_FR Catalog","","Les meules à tronçonner de renommée mondiale de Walter Surface Technologies établissent la norme dans l'industrie car elles sont conçues pour une coupe rapide, libre et à basse température. Ce qui est unique dans la gamme de meules abrasives coupe Walter.","0ZG7A0000008VTuWAM","","true","false","false","","Soins Personnels","20","WALTER Surface Technologies’ world renowned cut-off wheels set the standard in the industry because they are engineered for fast, free and cool cutting. What’s unique about WALTER’s line of cutting abrasive wheels is that each product family is specifically catered to your unique applications and needs. Whether you’re cutting metal, concrete, stone, tiles, hard cast iron, aluminum, PVC or plastic pipes, choose a WALTER cutting wheel for your next application. WALTER can help ensure the safest, most efficient way to see you through to project completion.","0ZG7A0000008VSDWA2","Nettoyage","Soins_Personnels__c","2","a1Z7A000000wWZiUAM","FR",""
"0ZS7A0000008U2cWAE","Walter-FR_FR Catalog","","Les meules à tronçonner de renommée mondiale de Walter Surface Technologies établissent la norme dans l'industrie car elles sont conçues pour une coupe rapide, libre et à basse température. Ce qui est unique dans la gamme de meules abrasives coupe Walter.","0ZG7A0000008VTvWAM","","true","false","false","","Adhesifs Industriels","20","WALTER Surface Technologies’ world renowned cut-off wheels set the standard in the industry because they are engineered for fast, free and cool cutting. What’s unique about WALTER’s line of cutting abrasive wheels is that each product family is specifically catered to your unique applications and needs. Whether you’re cutting metal, concrete, stone, tiles, hard cast iron, aluminum, PVC or plastic pipes, choose a WALTER cutting wheel for your next application. WALTER can help ensure the safest, most efficient way to see you through to project completion.","0ZG7A0000008VSIWA2","Lubrifiant & Protecteur","Adhesifs_industriels__c","2","a1Z7A000000wWZiUAM","FR",""
"0ZS7A0000008U2cWAE","Walter-FR_FR Catalog","","Les meules à tronçonner de renommée mondiale de Walter Surface Technologies établissent la norme dans l'industrie car elles sont conçues pour une coupe rapide, libre et à basse température. Ce qui est unique dans la gamme de meules abrasives coupe Walter.","0ZG7A0000008VTzWAM","","true","false","false","","A Propos Du Lubrifiant Et Du Protecteur","0","WALTER Surface Technologies’ world renowned cut-off wheels set the standard in the industry because they are engineered for fast, free and cool cutting. What’s unique about WALTER’s line of cutting abrasive wheels is that each product family is specifically catered to your unique applications and needs. Whether you’re cutting metal, concrete, stone, tiles, hard cast iron, aluminum, PVC or plastic pipes, choose a WALTER cutting wheel for your next application. WALTER can help ensure the safest, most efficient way to see you through to project completion.","0ZG7A0000008VSIWA2","Lubrifiant & Protecteur","","0","a1Z7A000000wWZiUAM","FR",""
"0ZS7A0000008U2cWAE","Walter-FR_FR Catalog","","Les meules à tronçonner de renommée mondiale de Walter Surface Technologies établissent la norme dans l'industrie car elles sont conçues pour une coupe rapide, libre et à basse température. Ce qui est unique dans la gamme de meules abrasives coupe Walter.","0ZG7A0000008VU4WAM","","true","false","false","","Graisses","21","WALTER Surface Technologies’ world renowned cut-off wheels set the standard in the industry because they are engineered for fast, free and cool cutting. What’s unique about WALTER’s line of cutting abrasive wheels is that each product family is specifically catered to your unique applications and needs. Whether you’re cutting metal, concrete, stone, tiles, hard cast iron, aluminum, PVC or plastic pipes, choose a WALTER cutting wheel for your next application. WALTER can help ensure the safest, most efficient way to see you through to project completion.","0ZG7A0000008VSIWA2","Lubrifiant & Protecteur","Graisses__c","1","a1Z7A000000wWZiUAM","FR",""
"0ZS7A0000008U2cWAE","Walter-FR_FR Catalog","","Les meules à tronçonner de renommée mondiale de Walter Surface Technologies établissent la norme dans l'industrie car elles sont conçues pour une coupe rapide, libre et à basse température. Ce qui est unique dans la gamme de meules abrasives coupe Walter.","0ZG7A0000008VU9WAM","","true","false","false","","Maintenance L&P","20","WALTER Surface Technologies’ world renowned cut-off wheels set the standard in the industry because they are engineered for fast, free and cool cutting. What’s unique about WALTER’s line of cutting abrasive wheels is that each product family is specifically catered to your unique applications and needs. Whether you’re cutting metal, concrete, stone, tiles, hard cast iron, aluminum, PVC or plastic pipes, choose a WALTER cutting wheel for your next application. WALTER can help ensure the safest, most efficient way to see you through to project completion.","0ZG7A0000008VSIWA2","Lubrifiant & Protecteur","Maintenance_LP__c","3","a1Z7A000000wWZiUAM","FR",""
"0ZS7A0000008U2cWAE","Walter-FR_FR Catalog","","Les meules à tronçonner de renommée mondiale de Walter Surface Technologies établissent la norme dans l'industrie car elles sont conçues pour une coupe rapide, libre et à basse température. Ce qui est unique dans la gamme de meules abrasives coupe Walter.","0ZG7A0000008VUEWA2","","true","false","false","","Fluides De Travail Des Metaux","20","WALTER Surface Technologies’ world renowned cut-off wheels set the standard in the industry because they are engineered for fast, free and cool cutting. What’s unique about WALTER’s line of cutting abrasive wheels is that each product family is specifically catered to your unique applications and needs. Whether you’re cutting metal, concrete, stone, tiles, hard cast iron, aluminum, PVC or plastic pipes, choose a WALTER cutting wheel for your next application. WALTER can help ensure the safest, most efficient way to see you through to project completion.","0ZG7A0000008VSIWA2","Lubrifiant & Protecteur","Fluides_de_travail_des_metaux__c","4","a1Z7A000000wWZiUAM","FR",""
"0ZS7A0000008U2cWAE","Walter-FR_FR Catalog","","","0ZG7A0000008VUJWA2","","true","false","false","","A Propos Des Outils Electriques","0","WALTER Surface Technologies’ world renowned cut-off wheels set the standard in the industry because they are engineered for fast, free and cool cutting. What’s unique about WALTER’s line of cutting abrasive wheels is that each product family is specifically catered to your unique applications and needs. Whether you’re cutting metal, concrete, stone, tiles, hard cast iron, aluminum, PVC or plastic pipes, choose a WALTER cutting wheel for your next application. WALTER can help ensure the safest, most efficient way to see you through to project completion.","0ZG7A0000008VSNWA2","Outils Electroportatifs","","0","a1Z7A000000wWZiUAM","FR",""
"0ZS7A0000008U2cWAE","Walter-FR_FR Catalog","","Les meules à tronçonner de renommée mondiale de Walter Surface Technologies établissent la norme dans l'industrie car elles sont conçues pour une coupe rapide, libre et à basse température. Ce qui est unique dans la gamme de meules abrasives coupe Walter.","0ZG7A0000008VUOWA2","","true","false","false","","A Propos Des EPI","0","WALTER Surface Technologies’ world renowned cut-off wheels set the standard in the industry because they are engineered for fast, free and cool cutting. What’s unique about WALTER’s line of cutting abrasive wheels is that each product family is specifically catered to your unique applications and needs. Whether you’re cutting metal, concrete, stone, tiles, hard cast iron, aluminum, PVC or plastic pipes, choose a WALTER cutting wheel for your next application. WALTER can help ensure the safest, most efficient way to see you through to project completion.","0ZG7A0000008VSSWA2","EPI","","0","a1Z7A000000wWZiUAM","FR",""
